trial_nr,dataset,model,optimizer,seed,val_auroc,val_accuracy,train_time,config
1,breast_cancer,mlp,bo,42,0.9872256796593515,0.9473684210526315,2.5106303691864014,"{""learning_rate"": 0.00031489116479568613, ""batch_size"": 16, ""hidden_dim"": 67, ""dropout"": 0.02904180608409973, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 7.068974950624607e-06, ""activation"": ""tanh""}"
2,breast_cancer,mlp,bo,42,0.9895185063871602,0.868421052631579,1.371570110321045,"{""learning_rate"": 0.00016480446427978953, ""batch_size"": 128, ""hidden_dim"": 63, ""dropout"": 0.14607232426760908, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 1.5339162591163623e-06, ""activation"": ""relu""}"
3,breast_cancer,mlp,bo,42,0.8745496233213232,0.49122807017543857,2.290106773376465,"{""learning_rate"": 1.8205657658407255e-05, ""batch_size"": 32, ""hidden_dim"": 53, ""dropout"": 0.34211651325607845, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0004467752817973908, ""activation"": ""tanh""}"
4,breast_cancer,mlp,bo,42,0.99737962659679,0.9824561403508771,1.3918042182922363,"{""learning_rate"": 0.0015375920235481753, ""batch_size"": 32, ""hidden_dim"": 233, ""dropout"": 0.29894998940554257, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 1.2172958098369984e-05, ""activation"": ""relu""}"
5,breast_cancer,mlp,bo,42,0.99737962659679,0.9824561403508771,1.7358934879302979,"{""learning_rate"": 0.000132965214572995, ""batch_size"": 64, ""hidden_dim"": 254, ""dropout"": 0.3861223846483287, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 1.9777828512462715e-06, ""activation"": ""relu""}"
6,breast_cancer,mlp,bo,42,0.9983622666229939,0.9824561403508771,1.6798903942108154,"{""learning_rate"": 0.028340904295147733, ""batch_size"": 16, ""hidden_dim"": 105, ""dropout"": 0.36480308916903204, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0001758364027000851, ""activation"": ""relu""}"
7,breast_cancer,mlp,bo,42,0.9911562397641664,0.9210526315789473,2.0472958087921143,"{""learning_rate"": 0.0012329098365270509, ""batch_size"": 16, ""hidden_dim"": 175, ""dropout"": 0.15717799053816334, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 2.031980983842497e-06, ""activation"": ""relu""}"
8,breast_cancer,mlp,bo,42,0.9963969865705864,0.9736842105263158,1.4024128913879395,"{""learning_rate"": 0.05233480488540085, ""batch_size"": 64, ""hidden_dim"": 73, ""dropout"": 0.4462794992449889, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 5.110120656497168e-05, ""activation"": ""tanh""}"
9,breast_cancer,mlp,bo,42,0.39240091713069114,0.6228070175438597,3.079718589782715,"{""learning_rate"": 1.0661259689433896e-05, ""batch_size"": 16, ""hidden_dim"": 107, ""dropout"": 0.4714548519562596, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 1.0165510266418738e-05, ""activation"": ""relu""}"
10,breast_cancer,mlp,bo,42,0.9967245332459875,0.9736842105263158,1.893202543258667,"{""learning_rate"": 0.00013783578294796384, ""batch_size"": 32, ""hidden_dim"": 94, ""dropout"": 0.45413294298332685, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0011129571947046015, ""activation"": ""tanh""}"
11,breast_cancer,mlp,bo,42,0.9967245332459876,0.9824561403508771,1.4059467315673828,"{""learning_rate"": 0.082254236741211, ""batch_size"": 128, ""hidden_dim"": 148, ""dropout"": 0.21867536769735996, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.006903717055434687, ""activation"": ""relu""}"
12,breast_cancer,mlp,bo,42,0.9977071732721913,0.9736842105263158,1.2952687740325928,"{""learning_rate"": 0.007957999294922049, ""batch_size"": 32, ""hidden_dim"": 219, ""dropout"": 0.30708093407902265, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 7.777786661662805e-05, ""activation"": ""relu""}"
13,breast_cancer,mlp,bo,42,0.9980347199475925,0.9912280701754386,1.5261425971984863,"{""learning_rate"": 0.009613970443985627, ""batch_size"": 16, ""hidden_dim"": 202, ""dropout"": 0.2590795828321593, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00014675408198355753, ""activation"": ""relu""}"
14,breast_cancer,mlp,bo,42,0.9980347199475925,0.9824561403508771,1.4963018894195557,"{""learning_rate"": 0.01223759424719126, ""batch_size"": 16, ""hidden_dim"": 189, ""dropout"": 0.22904850041004204, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0003571443607239381, ""activation"": ""relu""}"
15,breast_cancer,mlp,bo,42,0.998689813298395,0.9736842105263158,1.5069234371185303,"{""learning_rate"": 0.008482178195941506, ""batch_size"": 16, ""hidden_dim"": 122, ""dropout"": 0.3753710390121525, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0002079718253458124, ""activation"": ""relu""}"
16,breast_cancer,mlp,bo,42,0.9986898132983949,0.9736842105263158,1.386120080947876,"{""learning_rate"": 0.03198202091564131, ""batch_size"": 16, ""hidden_dim"": 125, ""dropout"": 0.39498284426566643, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.002395179971548449, ""activation"": ""relu""}"
17,breast_cancer,mlp,bo,42,0.9983622666229938,0.9736842105263158,1.3853917121887207,"{""learning_rate"": 0.0033512347790715154, ""batch_size"": 16, ""hidden_dim"": 142, ""dropout"": 0.41946328156415813, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.004620879789889417, ""activation"": ""relu""}"
18,breast_cancer,mlp,bo,42,0.998689813298395,0.9912280701754386,1.851975917816162,"{""learning_rate"": 0.023712910903778774, ""batch_size"": 16, ""hidden_dim"": 139, ""dropout"": 0.384123720216794, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0021979396984281, ""activation"": ""relu""}"
19,breast_cancer,mlp,bo,42,0.9990173599737963,0.9824561403508771,1.3666796684265137,"{""learning_rate"": 0.0027279293698417714, ""batch_size"": 128, ""hidden_dim"": 161, ""dropout"": 0.32598362912051754, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.001347985434048584, ""activation"": ""tanh""}"
20,breast_cancer,mlp,bo,42,0.9990173599737963,0.9824561403508771,1.2971417903900146,"{""learning_rate"": 0.0025760256031569216, ""batch_size"": 128, ""hidden_dim"": 161, ""dropout"": 0.1585588642261232, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0007983105440459755, ""activation"": ""tanh""}"
21,breast_cancer,mlp,bo,42,0.9983622666229938,0.9824561403508771,1.541717767715454,"{""learning_rate"": 0.00047346625723670006, ""batch_size"": 128, ""hidden_dim"": 168, ""dropout"": 0.03037733151859029, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0009234236327699344, ""activation"": ""tanh""}"
22,breast_cancer,mlp,bo,42,0.9993449066491975,0.9912280701754386,1.4076035022735596,"{""learning_rate"": 0.003587446393518552, ""batch_size"": 128, ""hidden_dim"": 165, ""dropout"": 0.1317295013077629, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0004479717901387345, ""activation"": ""tanh""}"
23,breast_cancer,mlp,bo,42,0.9990173599737963,0.9824561403508771,1.3586688041687012,"{""learning_rate"": 0.0029677688351694943, ""batch_size"": 128, ""hidden_dim"": 162, ""dropout"": 0.09927390067663171, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0008482662635305834, ""activation"": ""tanh""}"
24,breast_cancer,mlp,bo,42,0.9993449066491975,0.9824561403508771,1.334052324295044,"{""learning_rate"": 0.003376750782873772, ""batch_size"": 128, ""hidden_dim"": 191, ""dropout"": 0.1709477955663122, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 3.7481972718826685e-05, ""activation"": ""tanh""}"
25,breast_cancer,mlp,bo,42,0.9970520799213888,0.9736842105263158,1.311600923538208,"{""learning_rate"": 0.0005353079114179298, ""batch_size"": 128, ""hidden_dim"": 196, ""dropout"": 0.09232291260103871, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 3.129543779240668e-05, ""activation"": ""tanh""}"
26,breast_cancer,mlp,bo,42,0.9977071732721913,0.9824561403508771,1.2772901058197021,"{""learning_rate"": 0.005451731457746194, ""batch_size"": 128, ""hidden_dim"": 220, ""dropout"": 0.20729587829746876, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 3.3728610267667366e-05, ""activation"": ""tanh""}"
27,breast_cancer,mlp,bo,42,0.9983622666229938,0.9824561403508771,1.3561582565307617,"{""learning_rate"": 0.0011032295507365875, ""batch_size"": 128, ""hidden_dim"": 185, ""dropout"": 0.08993290098180051, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00040623299479382584, ""activation"": ""tanh""}"
28,breast_cancer,mlp,bo,42,0.998689813298395,0.9736842105263158,1.2707958221435547,"{""learning_rate"": 0.004328273231771778, ""batch_size"": 128, ""hidden_dim"": 211, ""dropout"": 0.285103422833926, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.003498332172536891, ""activation"": ""tanh""}"
29,breast_cancer,mlp,bo,42,0.9977071732721913,0.9736842105263158,1.3704330921173096,"{""learning_rate"": 0.0017980941132106807, ""batch_size"": 128, ""hidden_dim"": 36, ""dropout"": 0.19049162088215918, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 1.948862642990381e-05, ""activation"": ""tanh""}"
30,breast_cancer,mlp,bo,42,0.9882083196855551,0.9473684210526315,1.817559003829956,"{""learning_rate"": 0.0006999135691179218, ""batch_size"": 64, ""hidden_dim"": 179, ""dropout"": 0.011916961776645363, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 4.5635710191635636e-06, ""activation"": ""tanh""}"
31,breast_cancer,mlp,bo,42,0.9970520799213888,0.9824561403508771,1.3672847747802734,"{""learning_rate"": 0.0002976576229326466, ""batch_size"": 128, ""hidden_dim"": 242, ""dropout"": 0.04799450044359223, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 9.065239932871299e-05, ""activation"": ""tanh""}"
32,breast_cancer,mlp,bo,42,0.9990173599737963,0.9912280701754386,1.3467199802398682,"{""learning_rate"": 0.0026269878150496067, ""batch_size"": 128, ""hidden_dim"": 163, ""dropout"": 0.154882523013203, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.001457719777961307, ""activation"": ""tanh""}"
33,breast_cancer,mlp,bo,42,0.9993449066491975,0.9824561403508771,1.3005270957946777,"{""learning_rate"": 0.017895957357896126, ""batch_size"": 128, ""hidden_dim"": 156, ""dropout"": 0.17653518958642153, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0004551615029126961, ""activation"": ""tanh""}"
34,breast_cancer,mlp,bo,42,0.9996724533245988,0.9824561403508771,1.4000253677368164,"{""learning_rate"": 0.01270314078229549, ""batch_size"": 128, ""hidden_dim"": 149, ""dropout"": 0.12507419867948677, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0003041271194973671, ""activation"": ""tanh""}"
35,breast_cancer,mlp,bo,42,0.9993449066491975,0.9824561403508771,1.2437283992767334,"{""learning_rate"": 0.01709121850188871, ""batch_size"": 128, ""hidden_dim"": 131, ""dropout"": 0.11910647482096445, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0003199213746675902, ""activation"": ""tanh""}"
36,breast_cancer,mlp,bo,42,0.9924664264657713,0.956140350877193,1.8335371017456055,"{""learning_rate"": 4.60665798445526e-05, ""batch_size"": 128, ""hidden_dim"": 145, ""dropout"": 0.18603696161069078, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0004847089270606403, ""activation"": ""tanh""}"
37,breast_cancer,mlp,bo,42,0.9983622666229938,0.9736842105263158,1.3328461647033691,"{""learning_rate"": 0.04970679858505318, ""batch_size"": 128, ""hidden_dim"": 113, ""dropout"": 0.12377945330376756, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00020280980031907854, ""activation"": ""tanh""}"
38,breast_cancer,mlp,bo,42,0.99737962659679,0.9649122807017544,1.2373239994049072,"{""learning_rate"": 0.006116400680860183, ""batch_size"": 64, ""hidden_dim"": 88, ""dropout"": 0.05940844413442278, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00011567738649925487, ""activation"": ""tanh""}"
39,breast_cancer,mlp,bo,42,0.9977071732721913,0.9824561403508771,1.8494174480438232,"{""learning_rate"": 0.01187236256454612, ""batch_size"": 32, ""hidden_dim"": 153, ""dropout"": 0.18353706643329698, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 3.9510396463311006e-05, ""activation"": ""tanh""}"
40,breast_cancer,mlp,bo,42,0.9993449066491975,0.9912280701754386,1.2290198802947998,"{""learning_rate"": 0.023930025079417758, ""batch_size"": 128, ""hidden_dim"": 201, ""dropout"": 0.12325853104551485, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 7.521403878426692e-05, ""activation"": ""tanh""}"
41,breast_cancer,mlp,bo,42,0.9970520799213888,0.9824561403508771,1.2896144390106201,"{""learning_rate"": 0.015913791782644075, ""batch_size"": 128, ""hidden_dim"": 177, ""dropout"": 0.2560341408155562, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0006012847768283524, ""activation"": ""tanh""}"
42,breast_cancer,mlp,bo,42,0.9993449066491975,0.9912280701754386,1.281388282775879,"{""learning_rate"": 0.018591412666913325, ""batch_size"": 128, ""hidden_dim"": 136, ""dropout"": 0.1261271086752085, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0002768072161241762, ""activation"": ""tanh""}"
43,breast_cancer,mlp,bo,42,0.9983622666229938,0.9824561403508771,1.1909725666046143,"{""learning_rate"": 0.04224289156999717, ""batch_size"": 128, ""hidden_dim"": 153, ""dropout"": 0.08088167863106918, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00027912427324782666, ""activation"": ""tanh""}"
44,breast_cancer,mlp,bo,42,0.9983622666229938,0.9912280701754386,1.2528514862060547,"{""learning_rate"": 0.06863959684176207, ""batch_size"": 128, ""hidden_dim"": 124, ""dropout"": 0.13942650028513728, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.000576262197871524, ""activation"": ""tanh""}"
45,breast_cancer,mlp,bo,42,0.9950867998689814,0.956140350877193,1.1987764835357666,"{""learning_rate"": 0.00582928043543623, ""batch_size"": 64, ""hidden_dim"": 136, ""dropout"": 0.1628003738430043, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 5.760222953699682e-05, ""activation"": ""tanh""}"
46,breast_cancer,mlp,bo,42,0.9983622666229938,0.9824561403508771,1.3354415893554688,"{""learning_rate"": 0.015552844671394731, ""batch_size"": 32, ""hidden_dim"": 172, ""dropout"": 0.11153599918425249, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0001440395900835659, ""activation"": ""tanh""}"
47,breast_cancer,mlp,bo,42,0.9977071732721913,0.9824561403508771,1.338202953338623,"{""learning_rate"": 0.001511674545729891, ""batch_size"": 128, ""hidden_dim"": 189, ""dropout"": 0.06586543757284267, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 2.005534999002613e-05, ""activation"": ""tanh""}"
48,breast_cancer,mlp,bo,42,0.9990173599737963,0.9912280701754386,1.3128442764282227,"{""learning_rate"": 0.09550500952721193, ""batch_size"": 128, ""hidden_dim"": 130, ""dropout"": 0.22463154794514162, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0002904241766562388, ""activation"": ""tanh""}"
49,breast_cancer,mlp,bo,42,0.996069439895185,0.9649122807017544,1.282365083694458,"{""learning_rate"": 0.033956044024348715, ""batch_size"": 128, ""hidden_dim"": 114, ""dropout"": 0.17357475851037293, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00019139703443543817, ""activation"": ""tanh""}"
50,breast_cancer,mlp,bo,42,0.99737962659679,0.9736842105263158,1.555020809173584,"{""learning_rate"": 0.008898515079878988, ""batch_size"": 32, ""hidden_dim"": 98, ""dropout"": 0.15233101085316872, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.00011457962633257924, ""activation"": ""tanh""}"
51,breast_cancer,mlp,bo,42,0.9970520799213888,0.9736842105263158,1.3000950813293457,"{""learning_rate"": 0.004105134388826041, ""batch_size"": 128, ""hidden_dim"": 156, ""dropout"": 0.2041552605473396, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 1.099303223166819e-06, ""activation"": ""tanh""}"
52,breast_cancer,mlp,bo,42,0.9986898132983951,0.9824561403508771,1.237502098083496,"{""learning_rate"": 0.02390983048003934, ""batch_size"": 128, ""hidden_dim"": 201, ""dropout"": 0.13297057328628423, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 6.980820822690172e-05, ""activation"": ""tanh""}"
53,breast_cancer,mlp,bo,42,0.9993449066491975,0.9824561403508771,1.2271909713745117,"{""learning_rate"": 0.02058007663683779, ""batch_size"": 128, ""hidden_dim"": 217, ""dropout"": 0.11438628001529275, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 2.358689128444992e-05, ""activation"": ""tanh""}"
54,breast_cancer,mlp,bo,42,0.9983622666229938,0.9824561403508771,1.2471039295196533,"{""learning_rate"": 0.011397656598430365, ""batch_size"": 128, ""hidden_dim"": 233, ""dropout"": 0.0767916357126728, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 8.833876108471987e-06, ""activation"": ""tanh""}"
55,breast_cancer,mlp,bo,42,0.99737962659679,0.9824561403508771,1.2147581577301025,"{""learning_rate"": 0.00756146886750226, ""batch_size"": 128, ""hidden_dim"": 179, ""dropout"": 0.10510137132167512, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 5.1924296529747256e-05, ""activation"": ""tanh""}"
56,breast_cancer,mlp,bo,42,0.998689813298395,0.9736842105263158,1.3897781372070312,"{""learning_rate"": 0.03140189324376331, ""batch_size"": 128, ""hidden_dim"": 193, ""dropout"": 0.13828622753091016, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00036091586903948307, ""activation"": ""tanh""}"
57,breast_cancer,mlp,bo,42,0.9983622666229938,0.9736842105263158,1.7502813339233398,"{""learning_rate"": 0.05013160678235003, ""batch_size"": 64, ""hidden_dim"": 209, ""dropout"": 0.23836029602606779, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 4.2129451800573195e-06, ""activation"": ""tanh""}"
58,breast_cancer,mlp,bo,42,0.99737962659679,0.9736842105263158,1.4642419815063477,"{""learning_rate"": 0.014483418157367943, ""batch_size"": 128, ""hidden_dim"": 168, ""dropout"": 0.17140927277626652, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 1.4673275661204848e-05, ""activation"": ""tanh""}"
59,breast_cancer,mlp,bo,42,0.99737962659679,0.9824561403508771,1.255225658416748,"{""learning_rate"": 0.0018307585001180722, ""batch_size"": 128, ""hidden_dim"": 149, ""dropout"": 0.20397120535131716, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00014799154469662124, ""activation"": ""relu""}"
60,breast_cancer,mlp,bo,42,0.9993449066491975,0.9912280701754386,1.2731494903564453,"{""learning_rate"": 0.004359759486807727, ""batch_size"": 128, ""hidden_dim"": 183, ""dropout"": 0.040139809410977084, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0006681960108975852, ""activation"": ""tanh""}"
61,breast_cancer,mlp,bo,42,0.9954143465443827,0.9736842105263158,1.471672534942627,"{""learning_rate"": 0.06328214389200508, ""batch_size"": 16, ""hidden_dim"": 202, ""dropout"": 0.27171438321093644, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 7.810321670796633e-05, ""activation"": ""tanh""}"
62,breast_cancer,mlp,bo,42,0.9993449066491975,0.9736842105263158,1.2429122924804688,"{""learning_rate"": 0.024613316641467976, ""batch_size"": 128, ""hidden_dim"": 134, ""dropout"": 0.12888867524379471, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0002826994915117967, ""activation"": ""tanh""}"
63,breast_cancer,mlp,bo,42,0.9993449066491975,0.9824561403508771,1.2475030422210693,"{""learning_rate"": 0.019275351644901323, ""batch_size"": 128, ""hidden_dim"": 144, ""dropout"": 0.11936127656709994, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00026061711278936665, ""activation"": ""tanh""}"
64,breast_cancer,mlp,bo,42,0.9993449066491975,0.9824561403508771,1.2272629737854004,"{""learning_rate"": 0.03612644378803988, ""batch_size"": 128, ""hidden_dim"": 121, ""dropout"": 0.14744452356728172, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0013009456183206245, ""activation"": ""tanh""}"
65,breast_cancer,mlp,bo,42,0.9983622666229938,0.9824561403508771,1.4097459316253662,"{""learning_rate"": 0.007674852867996311, ""batch_size"": 128, ""hidden_dim"": 132, ""dropout"": 0.09515345845362538, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.000393308633089523, ""activation"": ""tanh""}"
66,breast_cancer,mlp,bo,42,0.9970520799213888,0.9736842105263158,1.185258388519287,"{""learning_rate"": 0.016005766100002025, ""batch_size"": 128, ""hidden_dim"": 169, ""dropout"": 0.07285808072237501, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0005047231385391113, ""activation"": ""relu""}"
67,breast_cancer,mlp,bo,42,0.9927939731411727,0.9385964912280702,1.622842788696289,"{""learning_rate"": 0.011113736779990951, ""batch_size"": 128, ""hidden_dim"": 138, ""dropout"": 0.16868365924909773, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0009771742552788071, ""activation"": ""tanh""}"
68,breast_cancer,mlp,bo,42,0.9990173599737963,0.9824561403508771,1.4417481422424316,"{""learning_rate"": 0.018764974003318873, ""batch_size"": 32, ""hidden_dim"": 160, ""dropout"": 0.006869314785734881, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00022652592805496948, ""activation"": ""tanh""}"
69,breast_cancer,mlp,bo,42,0.9914837864395677,0.956140350877193,1.6403172016143799,"{""learning_rate"": 7.03192501202465e-05, ""batch_size"": 128, ""hidden_dim"": 77, ""dropout"": 0.1092014746536923, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.002081282788480005, ""activation"": ""tanh""}"
70,breast_cancer,mlp,bo,42,1.0,0.9824561403508771,1.3282124996185303,"{""learning_rate"": 0.006489480334394847, ""batch_size"": 128, ""hidden_dim"": 149, ""dropout"": 0.0551994109433034, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00016160128992402393, ""activation"": ""tanh""}"
71,breast_cancer,mlp,bo,42,0.9993449066491975,0.9824561403508771,1.3353216648101807,"{""learning_rate"": 0.005802894315995931, ""batch_size"": 64, ""hidden_dim"": 150, ""dropout"": 0.02377227221368451, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00014848208444473405, ""activation"": ""tanh""}"
72,breast_cancer,mlp,bo,42,0.9990173599737963,0.9824561403508771,1.3771963119506836,"{""learning_rate"": 0.009494790051869475, ""batch_size"": 128, ""hidden_dim"": 144, ""dropout"": 0.09428562882167135, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00011133517041802769, ""activation"": ""tanh""}"
73,breast_cancer,mlp,bo,42,0.9993449066491975,0.9912280701754386,1.2931196689605713,"{""learning_rate"": 0.004052931239081836, ""batch_size"": 128, ""hidden_dim"": 127, ""dropout"": 0.05272276098270204, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00034166735243575845, ""activation"": ""tanh""}"
74,breast_cancer,mlp,bo,42,0.9990173599737963,0.9912280701754386,1.3649187088012695,"{""learning_rate"": 0.0022264559931070103, ""batch_size"": 128, ""hidden_dim"": 113, ""dropout"": 0.12637393124510196, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0006675923223465713, ""activation"": ""tanh""}"
75,breast_cancer,mlp,bo,42,0.9957418932197838,0.9736842105263158,1.3666281700134277,"{""learning_rate"": 0.02686567231915632, ""batch_size"": 128, ""hidden_dim"": 158, ""dropout"": 0.19301560441331805, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00016528513167613152, ""activation"": ""tanh""}"
76,breast_cancer,mlp,bo,42,0.9970520799213888,0.9824561403508771,1.824840784072876,"{""learning_rate"": 0.01334674839992095, ""batch_size"": 16, ""hidden_dim"": 230, ""dropout"": 0.15358198153278219, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 4.388395337844424e-05, ""activation"": ""tanh""}"
77,breast_cancer,mlp,bo,42,0.99737962659679,0.9824561403508771,1.2908251285552979,"{""learning_rate"": 0.006240675134735838, ""batch_size"": 128, ""hidden_dim"": 119, ""dropout"": 0.08719462535601089, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 9.359421375650947e-05, ""activation"": ""relu""}"
78,breast_cancer,mlp,bo,42,0.9970520799213888,0.9736842105263158,1.3200201988220215,"{""learning_rate"": 0.041324190864428165, ""batch_size"": 128, ""hidden_dim"": 165, ""dropout"": 0.49524106596930556, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0004869669901702896, ""activation"": ""tanh""}"
79,breast_cancer,mlp,bo,42,0.9836226662299378,0.9298245614035088,1.592275857925415,"{""learning_rate"": 0.0008350206791947282, ""batch_size"": 128, ""hidden_dim"": 104, ""dropout"": 0.14305395795969586, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.00021890580485073527, ""activation"": ""tanh""}"
80,breast_cancer,mlp,bo,42,0.9990173599737963,0.9824561403508771,1.3393256664276123,"{""learning_rate"": 0.0034806101650289435, ""batch_size"": 128, ""hidden_dim"": 140, ""dropout"": 0.062342726185191, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.000782055403245192, ""activation"": ""tanh""}"
81,breast_cancer,mlp,bo,42,0.9983622666229938,0.9824561403508771,1.2998814582824707,"{""learning_rate"": 0.007188174365843916, ""batch_size"": 32, ""hidden_dim"": 176, ""dropout"": 0.1746019179274157, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 7.497060152172962e-05, ""activation"": ""tanh""}"
82,breast_cancer,mlp,bo,42,0.9990173599737963,0.9824561403508771,1.3049836158752441,"{""learning_rate"": 0.019199230171216074, ""batch_size"": 128, ""hidden_dim"": 226, ""dropout"": 0.113014836962497, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 2.5254772688668643e-05, ""activation"": ""tanh""}"
